unique_id,agency_name
25987,Macon County Sheriff's Office
25590,U.S. Federal Bureau of Investigation
25591,Pennsylvania State Police
25594,Los Angeles Police Department
25671,Jackson Police Department
25592,Hubbard County Sheriff's Office
25670,U.S. Navy Security Forces
25593,San Jose Police Department
25596,Aurora Police Department
25595,Auburn Police Department
25597,Auburn Police Department
25672,Franklin County Sheriff's Office
25601,Chicago Police Department
25598,Clinton Police Department
25599,Clinton Police Department
25600,Clinton Police Department
25602,Clinton Police Department
25603,Clinton Police Department
25606,Napa County Sheriff's Office
25734,Memphis Police Department
25673,U.S. Immigration and Customs Enforcement
25605,Montgomery County Sheriff's Office
25608,"New Orleans Police Department, Louisiana State Police"
25607,San Diego County Sheriff's Office
25604,Tennessee Highway Patrol
25609,Hawaii Department of Public Safety
25674,Whittier Police Department
25615,Seattle Police Department
25610,"Rankin County Sheriff's Office, Pelahatchie Police Department"
25675,Memphis Police Department
25737,U.S. Border Patrol
25738,U.S. Border Patrol
25616,Baltimore County Police Department
25736,Pinal County Sheriff's Office
25739,Pinal County Sheriff's Office
27501,Pinal County Sheriff's Office
25617,Vancouver Police Department
28423,Maple Grove Police Department
25618,"Connecticut State Police, Willimantic Police Department, Norwich Police Department"
25619,Honolulu Police Department
25623,Roane County Sheriff's Office
25620,Little Rock Police Department
25622,Texas Department of Public Safety
25621,Boston Police Department
25627,Clarksville Police Department
25740,Fort Worth Police Department
25626,Lafayette Police Department
25628,Carrollton Police Department
25624,San Bernardino County Sheriff's Office
25625,Sullivan County Sheriff's Office
6952,Weld County Sheriff's Office
25741,Miami Police Department
25629,Flint Police Department
25676,Miami Gardens Police Department
25677,Miami Gardens Police Department
6948,Barber County Sheriff's Office
25630,Springfield Police Department
25631,Denver Police Department
25742,Dothan Police Department
25633,Santa Fe Police Department
25634,Berkeley County Sheriff's Office
26775,Franklin County Sheriff's Office
25635,Georgia State Patrol
25632,U.S. Marshals Service
25636,Douglas County Sheriff's Office
25743,Murfreesboro Police Department
25678,Fresno Police Department
25639,Killeen Police Department
25744,"Estill Police Department, Gifford Police Department, Hampton County Sheriff's Office"
25638,"DeRidder Police Department, Beauregard Parish Sheriff's Office"
25637,"Youngstown Police Department, U.S. Federal Bureau of Investigation"
25640,Lone Tree Police Department
25641,Vancouver Police Department
25646,West Memphis Police Department
25644,Waco Police Department
25643,Hawaii Department of Public Safety
25645,Fairfield Police Department
25642,Salinas Police Department
25647,Kentucky State Police
25679,Gouldsboro Police Department
25648,Mount Holly Police Department
25651,San Anselmo Police Department
25650,Michigan State Police
25649,Eau Claire County Sheriff's Office
25652,Lewis County Sheriff's Office
25745,Chicago Police Department
25988,St. Mary's County Sheriff's Office
28902,Las Vegas Metropolitan Police Department
25680,Riverside County Sheriff's Department
25655,Des Moines Police Department
25653,San Antonio Police Department
25654,San Antonio Police Department
25656,Aurora Police Department
25681,Muskogee Police Department
25685,DeKalb County Police Department
25989,Butts County Sheriff's Office
25683,Washington County Sheriff's Office
25657,Jacksonville Sheriff's Office
25682,U.S. Marshals Service
25684,U.S. Marshals Service
25686,U.S. Marshals Service
25990,Washington County Sheriff's Office
25689,Jonesboro Police Department
25688,Anchorage Police Department
25687,Vancouver Police Department
28284,Honolulu Police Department
25991,Sunrise Police Department
18048,Dunbar Police Department
25690,Athens-Clarke County Police Department
25697,Hardeman County Sheriff's Office
25695,"Douglas County Sheriff's Office, Oregon State Police"
25694,Arizona Department of Public Safety
25693,Calhoun County Sheriff's Office
25696,"Monahans Police Department, Ward County Sheriff's Office"
25692,Phoenix Police Department
27423,Portland Police Bureau
25691,Cheatham County Sheriff's Office
25992,Trotwood Police Department
25993,Trotwood Police Department
25994,Trotwood Police Department
25699,Mille Lacs County Sheriff's Office
25698,California Highway Patrol
25700,Hertford County Chief Deputy Will Liverman
25703,San Bernardino Police Department
25701,Lakewood Police Department
25526,Burlington Police Department
25702,Maryland State Police
25995,Sardis Police Department
25707,Montgomery County Sheriff's Office
25705,Florida Highway Patrol
25706,Cherokee County Sheriff's Office
25996,Henry County Police Department
25997,Henry County Police Department
25704,Kalamazoo Public Safety
25933,Houston Police Department
25999,Houston Police Department
25998,Texas Department of Public Safety
26000,Texas Department of Public Safety
25709,Alameda County Sheriff's Office
25708,Grand Island Police Department
25710,Phoenix Police Department
26002,Dallas Police Department
26001,Richland Hills Police Department
25711,Mahoning County Sheriff's Office
25712,Greensburg Police Department
25718,Oregon State Police
25714,Jacksonville Sheriff's Office
25717,Sallisaw Police Department
25713,Trenton Police Department
25715,Monroe County Sheriff's Office
25716,Hillsborough County Sheriff's Office
25719,Las Vegas Metropolitan Police Department
26003,Laurens County Sheriff's Office
26004,Laurens County Sheriff's Office
25722,"Union Township Police Department, Clermont County Sheriff's Office"
25721,The Dalles Police Department
25720,Illinois State Police
26005,Oak Park Police Department
26006,Oak Park Police Department
25727,Los Angeles County Sheriff's Department
25724,Presque Isle Police Department
25726,Presque Isle Police Department
25723,Lake County Sheriff's Office
25725,Sumter County Sheriff's Office
29765,Austin Police Department
25729,Columbus Police Department
25728,Mansfield Police Department
25761,Kittitas County Sheriff's Office
26474,University City Police Department
25730,Hillsborough County Sheriff's Office
25731,Bastrop Police Department
26475,Mount Vernon Police Department
25763,State College Police Department
26007,Madison Police Department
25934,Las Vegas Metropolitan Police Department
26045,New Orleans Police Department
26046,New Orleans Police Department
26047,New Orleans Police Department
25764,San Antonio Police Department
25762,Stone County Sheriff's Office
25765,Stanislaus County Sheriff's Office
25766,Pinellas County Sheriff's Office
26009,Alabama Department of Corrections
26008,Oregon State Police
25767,Sandy Springs Police Department
25769,Colleton County Sheriff's Office
26010,Manor Police Department
25768,Craven County Sheriff's Office
26011,Flint Police Department
25770,Mesa County Sheriff's Office
25771,Chicago Police Department
26012,Wheeling Police Department
25772,Gulf County Sheriff's Office
26013,"Yazoo County Sheriff's Office, Mississippi Highway Patrol"
25775,Charlotte-Mecklenburg Police Department
25794,Columbus Police Department
25773,Baltimore Police Department
26014,Miami Beach Police Department
25776,Horry County Police Department
25795,St. Louis Metropolitan Police Department
25774,Frederick County Sheriff's Office
28244,Obion County Sheriff's Office
25796,U.S. Marshals Service
25802,Chickasha Police Department
25797,Burnet Police Department
25803,Texas Department of Public Safety
25800,Jefferson Parish Sheriff's Office
25801,Jefferson Parish Sheriff's Office
26476,Rochester Police Department
25798,Inglewood Police Department
25804,Seattle Police Department
25805,Seattle Police Department
26015,Fairhaven Police Department
25799,"Robinson Police Department, Hewitt Police Department, Woodway Police Department"
25806,"U.S. Drug Enforcement Administration, Manchester Police Department"
25812,Shelby County Sheriff's Office
25813,Chesapeake Police Department
25810,Phoenix Police Department
25808,"U.S. Drug Enforcement Administration, Manchester Police Department"
25809,"U.S. Drug Enforcement Administration, Manchester Police Department"
28212,Williamson County Sheriff's Office
25807,San Antonio Police Department
25811,City of New York Police Department
26016,"Williamson County Sheriff's Office, Austin Police Department"
25815,"Pinellas County Sheriff's Office, St. Petersburg Police Department"
25814,"Albemarle County Police Department, Louisa County Sheriff's Office"
26017,Ogden Police Department
25816,Sharon Police Department
28925,Spartanburg County Sheriff's Office
25819,"North Miami Police Department, Miami-Dade Police Department"
25817,Watauga County Sheriff's Office
25818,Durham Police Department
25822,Springfield Police Department
25820,Marana Police Department
25854,Alaska State Troopers
25821,Atlanta Police Department
25857,Amarillo Police Department
27373,Lewisville Police Department
25858,Union City Police Department
25855,Anchorage Police Department
26018,Baldwin County Sheriff's Office
26019,Baldwin County Sheriff's Office
26020,Baldwin County Sheriff's Office
26021,Baldwin County Sheriff's Office
26022,Baldwin County Sheriff's Office
26048,Springfield Police Department
25823,LaFollette Police Department
25859,San Juan County Sheriff's Office
25862,Middlebury Police Department
25861,Twin Falls Police Department
25860,Redding Police Department
26049,Virginia State Police
25866,Kissimmee Police Department
25863,San Diego Police Department
25865,Boynton Beach Police Department
25867,Richland County Sheriff's Office
25864,Brownstown Police Department
25868,"Henry County Police Department, Georgia State Patrol"
25869,"Henry County Police Department, Georgia State Patrol"
26050,St. Louis County Police Department
25871,"Michigan State Police, Battle Creek Police Department, Michigan Department of Corrections, U.S. Marshals Service"
25870,"Anaheim Police Department, Irvine Police Department"
25872,Palm Beach County Sheriff's Office
25873,Bloomingdale Police Department
26477,Londonderry Police Department
29992,Kenova Police Department
26051,Sacramento Police Department
26478,San Bernardino County Sheriff's Office
26052,U.S. Customs and Border Protection
26053,U.S. Customs and Border Protection
25874,New Albany Police Department
25875,Los Angeles County Sheriff's Department
25876,Blytheville Police Department
26054,DeKalb County Police Department
25879,"Salt Lake City Police Department, Utah Highway Patrol, Unified Police Department of Greater Salt Lake"
25877,Greeneville Police Department
25881,Henry County Sheriff's Office
25880,Pueblo Police Department
25882,"Alto Police Department, Cherokee County Sheriff's Office"
25883,Louisville Metro Police Department
25878,Hamilton County Sheriff's Office
25885,Pinellas Park Police Department
25887,Colorado Springs Police Department
25884,Indio Police Department
25886,Mexico Beach Police Department
25888,"Shreveport Police Department, Caddo Parish Sheriff's Office, Louisiana State Police"
25894,U.S. Department of Homeland Security
25892,El Paso County Sheriff's Office
26055,Milwaukee County Sheriff's Office
25891,Texas Department of Public Safety
25890,Richmond Police Department
25893,Volusia County Sheriff's Office
25889,St. Louis Metropolitan Police Department
25897,Marshall County Sheriff's Office
25895,Maricopa County Sheriff's Office
26479,Ocoee Police Department
29993,Port Authority of New York and New Jersey Police Department
25896,"East Feliciana Parish Sheriff's Office, Clinton Police Department"
26056,Anderson Police Department
26057,South Carolina Highway Patrol
26480,St. Louis Metropolitan Police Department
25898,Dalhart Police Department
25903,Los Angeles Police Department
25915,Sheridan County Sheriff's Office
25899,Cowlitz County Sheriff's Office
25901,City of New York Police Department
25900,Red Bluff Police Department
25904,Russell County Sheriff's Office
25905,Pigeon Forge Police Department
26058,Snellville Police Department
25917,San Antonio Police Department
25918,San Antonio Police Department
18459,New York State Police
25916,Fountain Inn Police Department
25921,Monongalia County Sheriff's Office
25919,Jackson County Sheriff's Office
25920,Lewiston Police Department
26481,Montesano Police Department
25923,City of New York Police Department
25924,Fremont Police Department
25922,"Coon Rapids Police Department, Anoka County Sheriff's Office"
26059,South Carolina State Highway Patrol
26060,South Carolina State Highway Patrol
25925,Kalispell Police Department
26062,Oklahoma City Police Department
26063,Oklahoma City Police Department
26061,Washington Metropolitan Police Department
26402,Colorado Springs Police Department
25929,Philadelphia Police Department
26065,Georgia State Patrol
26066,Georgia State Patrol
26064,Milwaukee Police Department
25928,Little Rock Police Department
25927,"Crockett County Sheriff's Office,Madison County Sheriff's Office"
25935,Wethersfield Police Department
25930,Raleigh Police Department
25926,Athens-Clarke County Police Department
26067,Milwaukee Police Department
25931,Los Angeles Police Department
25932,Watauga Police Department
25936,"Toole County Sheriff's Office, Great Falls Police Department, Conrad Police Department"
25937,Little Rock Police Department
26068,Chesapeake Police Department
25938,Colorado Springs Police Department
25939,Henderson Police Department
26069,Prichard Police Department
26482,Tift County Sheriff's Office
25940,Bath County Sheriff's Office
25941,Kings County Sheriff's Office
25942,Apex Police Department
26070,High Point Police Department
25944,Clarksville Police Department
25943,Westminster Police Department
25831,Green Bay Police Department
25945,Pueblo Police Department
26403,West Virginia State Police
26071,Havre Police Department
25947,Austin Police Department
25946,Sparks Police Department
25949,Phoenix Police Department
26072,"Columbia County Sheriff's Office, Portage Police Department, Wisconsin State Patrol"
26073,"Columbia County Sheriff's Office, Portage Police Department, Wisconsin State Patrol"
25950,Hancock County Sheriff's Office
25952,Portland Police Bureau
25951,Edmond Police Department
25956,Riverside County Sheriff's Department
25957,Los Angeles Police Department
26024,Port Aransas Police Department
25954,"Kansas Highway Patrol, Kansas Bureau of Investigation, Barton County Sheriff's Office, Reno County Sheriff's Office, Wichita Police Department, Rice County Sheriff's Office, Sterling Police Department, Lyons Police Department"
25955,Bellevue Police Department
26023,U.S. Immigration and Customs Enforcement
26074,California Highway Patrol
25832,Davidson County Sheriff's Office
25962,Miami-Dade Police Department
26360,Minneapolis Police Department
25958,Oneida County Sheriff's Office
25959,Valencia County Sheriff's Office
25961,"Michigan State Police, Adrian Police Department"
25960,Walton County Sheriff's Office
25963,"Scott County Sheriff's Office, Washington County Sheriff's Office, Bristol Police Department, Virginia State Police"
25965,Wheeler County Sheriff's Office
25967,Baltimore County Police Department
25966,Grand Prairie Police Department
26361,Woodland Police Department
25964,"Broward County Sheriff's Office, U.S. Marshals Service, Highlands County Sheriff's Office"
25968,Chicago Police Department
26483,San Luis Police Department
25973,"St. Louis County Sheriff's Office, Hermantown Police Department"
25970,Spokane County Sheriff's Office
25969,"Douglas County Sheriff's Office, Cabool Police Department"
25972,San Jose Police Department
26038,Stockton Police Department
25971,Mooresville Police Department
26364,Suffolk County Police Department
26362,Harris County Constable's Office Precinct 5
26363,Wichita Police Department
26365,Wichita Police Department
25974,Angel Fire Police Department
26404,Maricopa County Sheriff's Office
25902,Union City Police Department
26486,Grand Forks Police Department
26485,Rapid City Police Department
26484,Neshoba County Sheriff's Office
26026,Milwaukee Police Department
26366,Long Beach Police Department
26025,Lumberton Police Department
26030,Santa Barbara Police Department
26367,Farmington Hills Police Department
26368,Farmington Hills Police Department
26487,Lake County Sheriff's Office
30126,South Carolina Highway Patrol
26660,Los Angeles County Sheriff's Department
26037,Seattle Police Department
26035,Newnan Police Department
26369,California Highway Patrol
26028,Montebello Police Department
26041,Virginia State Police
26031,Phoenix Police Department
26040,West Virginia State Police
28765,Louisiana State Police
26405,"Downey Police Department, Los Angeles County Sheriff's Office, Bell Gardens Police Department"
26027,Tulsa Police Department
26036,Coconino County Sheriff's Office
26034,South Sioux City Police Department
26033,Vermont State Police
26370,Iowa State Patrol
26488,Columbus Police Department
26029,Savannah Police Department
26039,Chicago Police Department
26896,Reno-Sparks Indian Colony Police Department
26075,Baldwin County Sheriff's Office
26371,Jefferson County Sheriff's Office
26032,Rising Sun Police Department
26076,Gardena Police Department
26077,Baytown Police Department
26372,High Point Police Department
26078,Las Vegas Metropolitan Police Department
26373,Chesterfield Police Department
26084,Texas Department of Public Safety
26079,Broward County Sheriff's Office
26806,Texas Department of Public Safety
26081,Toledo Police Department
26082,Appleton Police Department
26083,Appleton Police Department
26080,Louisville Metro Police Department
26085,Palm Beach County Sheriff's Office
26716,Chicago Police Department
26406,New Boston Police Department
26091,"Guilford County Sheriff's Office, Greensboro Police Department, North Carolina State Police"
26089,Kokomo Police Department
26088,Davie Police Department
26087,Fort Collins Police Department
26090,New Orleans Police Department
26086,Pasadena Police Department
26407,Roanoke Police Department
26093,Garden Grove Police Department
26092,Navajo Police Department
26094,Colorado Springs Police Department
26408,St. Ann Police Department
26107,Phoenix Police Department
26098,Montville Police Department
26489,Oxford Police Department
26095,Huron Police Department
26097,Pocatello Police Department
26096,"Trinidad Police Department, Las Animas County Sheriff's Office"
26409,Kentucky State Police
26104,Auburn Police Department
26410,"Casper Police Department, Natrona County Sheriff's Office, Wyoming Highway Patrol"
26100,Miami-Dade Police Department
26102,Randolph County Sheriff's Office
26411,"Wayne County Sheriff's Office, Fairfield Police Department, Wayne City Police Department"
26101,Carlsbad Police Department
26103,Blackwell Police Department
26110,Los Angeles County Sheriff's Office
26109,Tehachapi Police Department
26412,Otsego County Sheriff's Office
26111,Maine State Police
26108,Kentucky State Police
26113,"Davenport Police Department, Rock Island Police Department, Moline Police Department, Rock Island County Sheriff's Department"
26114,Chicago Police Department
26115,Clay County Sheriff's Office
26116,South River Police Department
26117,U.S. Marshals Service
17759,Fort Wayne Police Department
26112,Spartanburg County Sheriff's Office
26120,New York State Police
26119,Wichita Police Department
26118,Pearl River County Sheriff's Office
26121,U.S. Marshals Service
26122,Houston Police Department
26123,Indian River County Sheriff's Office
26661,Pennsylvania State Police
26414,City of New York Police Department
26413,Chicago Police Department
26124,Odessa Police Department
26125,Kansas City Police Department
26129,Los Angeles Police Department
26415,Crest Hill Police Department
26128,"Wichita Police Department, Sedgwick County Sheriff's Office"
26126,Joliet Police Department
26127,Joliet Police Department
26490,Calhoun County Sheriff's Office
27167,Dallas Police Department
26130,San Antonio Police Department
26132,San Antonio Police Department
26131,Chicago Police Department
26135,"Texas Department of Criminal Justice, Liberty County Sheriff's Office"
26134,Amarillo Police Department
26133,Wilmington Police Department
26662,California Highway Patrol
26138,Ontario Police Department
26136,Huntsville Police Department
26137,Harford County Sheriff's Office
26142,Auburn Police Department
26140,Missouri State Highway Patrol
26416,Anne Arundel County Police Department
26141,Gorham Police Department
26417,California Highway Patrol
26139,Virginia Beach Police Department
26143,Fort Worth Police Department
26147,Bartlesville Police Department
26145,Greenville County Sheriff's Office
26144,Shreveport Police Department
26146,Anderson Police Department
26664,California Highway Patrol
26148,Walnut Creek Police Department
26663,Emmett Township Department of Public Safety
26151,U.S. Federal Bureau of Investigation
26152,U.S. Customs and Border Protection
26149,Collierville Police Department
26665,Red Springs Police Department
26150,"Detroit Police Department, Michigan State Police"
26153,Brevard County Sheriff's Office
26154,Ferndale Police Department
26717,Lakeland Police Department
26159,Randolph County Sheriff's Office
26155,Bernalillo Police Department
26156,Jonesboro Police Department
26666,Nebraska State Patrol
26158,Wayne State University Police Department
26157,Escalon Police Department
26667,Robstown Police Department
26668,Robstown Police Department
26669,Robstown Police Department
26670,Robstown Police Department
26671,Robstown Police Department
26672,Robstown Police Department
29437,Lakeland Police Department
26164,Los Angeles County Sheriff's Department
26160,Los Angeles County Sheriff's Office
26163,Stanislaus County Sheriff's Office
26165,"St. Louis Metropolitan Police Department, U.S. Marshals Service"
26673,Auburn Police Department
26162,Los Angeles Police Department
26166,Los Angeles County Sheriff's Department
26161,Simpson County Sheriff's Office
26491,Yavapai County Sheriff's Office
26168,Washington Department of Fish and Wildlife
26167,Bristol Police Department
26674,Rocky Mount Police Department
25199,Pasco County Sheriff's Office
26675,Chicago Police Department
26676,Chicago Police Department
26170,U.S. Federal Bureau of Investigation
26718,Columbia County Sheriff's Office
26169,Clearwater Police Department
26171,Fresno Police Department
26176,Riverside County Sheriff's Department
26172,Norfolk Police Department
26677,Elkhart Police Department
26175,Van Buren County Sheriff's Office
26173,Portland Police Bureau
26174,Fort Worth Police Department
26678,California Highway Patrol
25409,Kentucky State Police
26180,Sullivan County Sheriff's Office
26178,Oklahoma City Police Department
26177,Lawton Police Department
12062,Barton County Sheriff's Office
26186,Woodland Park Police Department
26183,"Poteau Police Department, LeFlore County Sheriff's Office"
26418,Hopkins County Sheriff's Office
26181,San Leandro Police Department
26185,Riverside County Sheriff's Department
26493,San Diego Police Department
26182,Orange County Sheriff's Office
26184,Wood County Sheriff's Office
26187,Farmers Branch Police Department
26179,U.S. Marshals Service
26679,Davenport Police Department
26189,Jacksonville Police Department
26188,Montgomery County Department of Police
26191,Delano Police Department
26190,St. Louis County Police Department
1795,Los Angeles Police Department
26197,Pearland Police Department
26682,Modesto Police Department
26683,Modesto Police Department
26195,Renton Police Department
26196,New Hampshire State Police
26754,"Jackson County Sheriff's Office, Maquoketa Police Department"
26681,Elkhart Police Department
26194,Birmingham Police Department
26193,Canal Fulton Police Department
26199,Mount Pleasant Police Department
26198,Alaska State Troopers
26680,North Charleston Police Department
24820,Toppenish Police Department
26192,Tulsa Police Department
28270,Maywood Police Department
26201,Tucson Police Department
26202,South Bend Police Department
26200,Akron Police Department
26684,Tennessee Highway Patrol
26685,Clifton Police Department
26203,U.S. Federal Protective Service
26204,"Las Cruces Police Department, Dona Ana County Sheriff's Office, U.S. Border Patrol"
26206,Lockport Police Department
26205,Brownsville Police Department
26208,Centralia Police Department
26210,Escondido Police Department
26209,Jefferson County Sheriff's Office
26207,Syracuse Police Department
26211,Franklin County Sheriff's Office
26212,Mission Police Department
26687,Kinney County Sheriff's Office
26686,Leon Valley Police Department
26216,Baltimore County Police Department
26215,California Department of Parks and Recreation: Big Sur
26213,Ottawa Police Department
26214,High Point Police Department
26219,Clark County Sheriff's Office
26217,Boston Police Department
26218,Gaines County Sheriff's Office
26688,Washington Metropolitan Police Department
26220,Charlotte County Sheriff's Office
26222,Miami Police Department
26221,Birmingham Police Department
26223,San Antonio Police Department
26419,Neenah Police Department
26689,Indianapolis Metropolitan Police Department
26224,Sugarcreek Police Department
26225,Timberville Police Department
26237,Oklahoma Highway Patrol
27208,Waukegan Police Department
26235,Los Angeles Sheriff's Department
26690,Indianapolis Metropolitan Police Department
26230,San Bernardino County Sheriff's Office
26226,Orangeburg County Sheriff's Office
26232,Bellevue Police Department
26227,Hall County Sheriff's Office
26228,Hall County Sheriff's Office
26233,Titusville Police Department
26231,Springfield Police Department
26234,"Boone County Sheriff's Office, Lebanon Police Department"
26236,Kentucky State Police
26229,"Nebraska State Patrol, Hastings Police Department"
26494,Inkster Police Department
26495,Inkster Police Department
26239,Pueblo Police Department
26246,Houston Police Department
26242,Galveston County Sheriff's Office
26241,Smyrna Police Department
26238,"Trainer Police Department, Pennsylvania State Constable"
26719,Kent Police Department
26240,Pennsylvania State Police
26420,Pearl Police Department
26245,Denton County Sheriff's Office
26244,Oak Lawn Police Department
26243,Clark County Sheriff's Office
26755,Indianapolis Metropolitan Police Department
26250,North Carolina State Highway Patrol
26249,Denver Police Department
26248,Port St. Lucie Police Department
26497,Wagoner County Sheriff's Office
26247,Athens-Clarke County Police Department
26496,Lewis County Sheriff's Office
26252,Sagadahoc County Sheriff's Office
26251,Broken Arrow Police Department
26253,"Mississippi Highway Patrol, Union County Sheriff's Office, Pontotoc Police Department, Pontotoc County Sheriff's Office"
26254,South Carolina Highway Patrol
26691,Fresno County Sheriff's Office
26255,Otsego County Sheriff's Office
26260,Houston Police Department
26256,Elyria Police Department
26257,Eagan Police Department
26259,Albuquerque Police Department
26258,St. Clair County Sheriff's Office
26265,Bordentown Township Police Department
26264,Salem Police Department
26720,Los Angeles County Sheriff's Department
26261,El Paso Police Department
26263,Muskogee Police Department
25538,Chino Police Department
26262,West Des Moines Police Department
26267,Poulsbo Police Department
26269,Roswell Police Department
26721,Metropolitan Nashville Police Department
28352,Wilson Police Department
26268,"Denver Police Department, Jefferson County Sheriff's Office"
26275,Pensacola Police Department
26273,West Jordan Police Department
26270,Hillsborough County Sheriff's Office
26272,"Wright County Sheriff's Office, Missouri State Highway Patrol, Mountain Grove Police Department"
26498,California Highway Patrol
26499,California Highway Patrol
26274,California Highway Patrol
26271,Fullerton Police Department
26276,Baltimore County Police Department
26277,St. Clair Shores Police Department
26724,St. Croix County Sheriff's Office
26283,Jacksonville Police Department
26725,Beaufort County Sheriff's Office
26726,Beaufort County Sheriff's Office
26278,Tularosa Police Department
26282,East Chicago Police Department
26279,"Rockingham County Sheriff's Office, Timberville Town Police Department"
28018,South Carolina Highway Patrol
26281,Chicago Police Department
26285,"Lancaster County Sheriff's Office, U.S. Marshals Service"
26284,Bakersfield Police Department
26290,Brooklyn Police Department
26287,Riverside County Sheriff's Department
26286,Citrus Heights Police Department
26288,Powell County Sheriff's Office
26289,Greenville Police Department
26291,San Bernardino County Sheriff's Office
26293,"Atlanta Police Department, Clayton County Sheriff's Office"
26831,Chicago Police Department
28304,Texas Department of Public Safety
26727,Sunset Hills Police Department
26294,Neshoba County Sheriff's Office
26295,Austin Police Department
26728,South Carolina Highway Patrol
27752,Fairmont Police Department
26292,Jacksonville Sheriff's Office
26296,Alabama Department of Public Safety
26500,Riverside County Sheriff's Department
26756,Bellefontaine Neighbors Police Department
26757,Bellefontaine Neighbors Police Department
26300,Dallas Police Department
26299,Kirkland Police Department
26302,Tacoma Police Department
26298,Highlands County Sheriff's Office
26297,Sumter County Sheriff's Office
26731,Lawrence Police Department
26301,Orange Police Department
26729,Southfield Police Department
26730,Southfield Police Department
27412,Collegedale Police Department
26305,Penn Hills Police Department
29504,Columbia Police Department
26303,Hollywood Police Department
26832,San Antonio Police Department
26733,San Antonio Police Department
26304,Newark Police Department
26732,Gaston County Sheriff's Office
23449,Old Bridge Police Department
26734,Clay County Sheriff's Office
26735,Clay County Sheriff's Office
26308,Salt Lake City Police Department
26307,"Ashland Police Department, Ashland County Sheriff's Office"
26306,Baltimore Police Department
26309,Brazoria County Sheriff's Office
26310,U.S. Marshals Service
26312,Brazoria County Sheriff's Office
26313,"Clark County Sheriff's Office, Charlestown Police Department, Indiana State Police, Indiana Department of Natural Resources, Sellersburg Police Department"
26311,San Bernardino County Sheriff's Office
26502,Stanislaus County Sheriff's Office
27344,Albuquerque Police Department
26316,Birmingham Police Department
26315,Oklahoma Highway Patrol
26317,Stanislaus County Sheriff's Office
26314,Jefferson Parish Sheriff's Office
26501,West Palm Beach Police Department
26321,"Oregon State Police, Jackson County Sheriff's Office"
26318,Fort Worth Police Department
26320,Stone County Sheriff's Office
26739,Antioch Police Department
26319,Pueblo Police Department
26737,Tarrant Police Department
26738,Scott County Sheriff's Office
26736,Michigan State Police
26322,League City Police Department
28388,Charleston County Sheriff's Office
26324,New Mexico State Police
26323,Metropolitan Nashville Police Department
26325,Pemberton Borough Police Department
26326,Bernalillo County Sheriff's Office
26327,Tacoma Police Department
26740,Houston Police Department
26328,Ranburne Police Department
26329,Copiah County Sheriff's Office
26741,Cobb County Police Department
26503,Cherokee County Sheriff's Office
26331,"Loveland Police Department, Larimer County Sheriff's Office"
26334,Colorado Springs Police Department
26332,Monroe County Sheriff's Office
26333,Asbury Park Police Department
26330,Bureau of Narcotics Investigations of the Office of Attorney General
26337,Philadelphia Police Department
27509,Wood County Sheriff's Office
26742,St. Louis Metropolitan Police Department
26335,Kalispell Police Department
26336,Kalispell Police Department
26743,Houston Police Department
26338,Hampton Police Department
26339,Hampton Police Department
26341,U.S. Federal Bureau of Investigation
26343,"Novi Police Department, Oakland County Sheriff's Office"
26342,U.S. Marshals Service
26344,Williamsport Police Department
26340,West Baton Rouge Parish Sheriff's Office
26349,Roaring Spring Police Department
26744,Fremont Police Department
26346,Beaufort County Sheriff's Office
26348,"Buffalo County Sheriff's Office, Kearney Police Department, Nebraska State Patrol, Buffalo County Attorney's Office"
26345,Hartford Police Department
26347,Charlotte-Mecklenburg Police Department
26745,Hernando Police Department
26746,Hernando Police Department
26350,Dallas Police Department
29805,Knox County Sheriff's Office
26748,Houston Police Department
26747,Lawrence Police Department
26354,Chattanooga Police Department
26353,Harris County Sheriff's Office
26352,Gilroy Police Department
26355,Gilroy Police Department
26356,Gilroy Police Department
26357,Gilroy Police Department
26351,Boynton Beach Police Department
26358,Harris County Sheriff's Office
26374,Ventura Police Department
26376,Houston Police Department
26749,Carver County Sheriff's Office
26375,Portland Police Bureau
26504,"Green Township Police Department, Cheviot Police Department"
26381,Denver Police Department
26377,Ogden Police Department
26379,San Antonio Police Department
26380,Austin Police Department
26378,Chattanooga Police Department
26387,Hillsborough County Sheriff's Office
26385,Los Angeles County Sheriff's Department
26751,"Colusa County Sheriff's Office, Colusa Police Department"
26752,"Colusa County Sheriff's Office, Colusa Police Department"
26382,Allentown Police Department
26384,West Virginia State Police
26386,Weare Police Department
26750,Milwaukee Police Department
26388,Arlington Police Department
26383,Kentucky State Police
26390,Indianapolis Metropolitan Police Department
26758,"Corcoran Police Department, Rogers Police Department"
26391,Minneapolis Police Department
26776,Oklahoma City Police Department
26389,Charlotte-Mecklenburg Police Department
26395,Pinellas County Sheriff's Office
26393,Carson City Sheriff's Office
26394,Colorado Springs Police Department
26392,Braselton Police Department
26780,Bunkie Police Department
26777,"Springfield Police Department, Greene County Sheriff's Office"
26778,"Springfield Police Department, Greene County Sheriff's Office"
26779,"Springfield Police Department, Greene County Sheriff's Office"
26421,Rochester Police Department
26396,California Highway Patrol
26397,Everett Police Department
26398,Hanceville Police Department
26505,Dayton Police Department
26781,"Napa Police Department, Napa County Sheriff's Office"
26782,North Carolina State Highway Patrol
26400,Shelby County Sheriff's Office
26401,Salt Lake City Police Department
26422,Benton County Sheriff's Office
